Fecha,CO,Temp Ext
08/02/18,0.85,17.4
08/02/18,0.964,16.5
08/02/18,1.075,16.5
09/02/18,0.432,15.2
09/02/18,0.418,15
09/02/18,0.477,14.5
09/02/18,0.436,15
09/02/18,0.473,14.9
09/02/18,0.52,17.4
09/02/18,0.59,17
09/02/18,0.65,14.5
09/02/18,0.762,15.8
09/02/18,0.63,17.3
09/02/18,0.637,17.2
09/02/18,0.646,17.3
09/02/18,0.911,15.3
09/02/18,0.833,16.4
09/02/18,0.741,17
09/02/18,0.811,17.9
09/02/18,0.879,17
09/02/18,1.404,15.9
09/02/18,1.415,16.5
09/02/18,1.015,14.8
09/02/18,1.354,15.3
09/02/18,1.094,16.4
09/02/18,1.102,17
09/02/18,0.869,18.4
10/02/18,0.252,21.1
10/02/18,0.218,22.1
10/02/18,0.326,19.9
10/02/18,0.455,19.1
10/02/18,0.655,13.4
10/02/18,0.5,18.4
10/02/18,0.57,14.1
10/02/18,0.6,13.1
10/02/18,0.411,18.2
10/02/18,0.645,18.1
10/02/18,0.875,14.9
10/02/18,0.591,21
10/02/18,0.588,18.6
10/02/18,0.435,17.9
10/02/18,0.564,20.4
10/02/18,0.763,16.5
10/02/18,0.622,13.9
10/02/18,0.709,13.1
10/02/18,1.063,14
10/02/18,0.649,19.3
10/02/18,0.731,14.4
10/02/18,0.823,14.6
10/02/18,0.848,13.2
10/02/18,1.156,13.3
11/02/18,0.161,23.2
11/02/18,0.133,23
11/02/18,0.154,23.2
11/02/18,0.219,23.3
11/02/18,0.26,22.6
11/02/18,0.439,17.8
11/02/18,0.521,17.1
11/02/18,0.547,18
11/02/18,0.963,14.3
11/02/18,0.651,15.2
11/02/18,0.85,14.6
11/02/18,0.536,21.8
11/02/18,0.747,15.5
11/02/18,0.683,21.4
11/02/18,1.056,14.3
11/02/18,0.735,16.1
11/02/18,1.161,15
11/02/18,0.567,20.9
11/02/18,0.65,20
11/02/18,0.826,18.6
11/02/18,1.284,19.3
11/02/18,1.264,20.2
11/02/18,0.844,18.1
11/02/18,1.231,16.6
12/02/18,0.09,27.5
12/02/18,0.119,27.4
12/02/18,0.154,26.8
12/02/18,0.322,20.8
12/02/18,0.367,22.4
12/02/18,0.396,16.5
12/02/18,0.19,25.4
12/02/18,0.352,15.9
12/02/18,0.331,16
12/02/18,0.24,26.7
12/02/18,0.413,23.9
12/02/18,0.375,21.5
12/02/18,0.405,17.2
12/02/18,0.447,24.8
12/02/18,0.488,25.5
12/02/18,0.479,15
12/02/18,0.976,14.7
12/02/18,0.644,14.8
12/02/18,1.347,14.6
12/02/18,1.099,15.6
12/02/18,0.657,23.4
12/02/18,1.25,17.5
12/02/18,0.866,21.2
12/02/18,1.358,19.3
13/02/18,0.181,25.8
13/02/18,0.292,22.1
13/02/18,0.197,27
13/02/18,0.206,27.1
13/02/18,0.191,26.6
13/02/18,0.218,24.6
13/02/18,0.277,27.3
13/02/18,0.351,19.5
13/02/18,0.378,20.2
13/02/18,0.413,23
13/02/18,0.405,18.2
13/02/18,0.368,18.8
13/02/18,0.477,26.5
13/02/18,0.579,17.8
13/02/18,0.732,17.4
13/02/18,0.499,23.3
13/02/18,1.169,17.2
13/02/18,0.593,22.7
13/02/18,2.374,16.7
13/02/18,2.503,17.6
13/02/18,0.718,23.9
13/02/18,0.828,25.1
13/02/18,1.266,21.1
13/02/18,2.13,19.1
14/02/18,0.228,17.6
14/02/18,0.219,19
14/02/18,0.209,18.4
14/02/18,0.235,20.8
14/02/18,0.258,17.2
14/02/18,0.239,19.8
14/02/18,0.239,21.8
14/02/18,0.323,17.1
14/02/18,0.26,20.3
14/02/18,0.222,23.3
14/02/18,0.289,27.4
14/02/18,0.289,27.3
14/02/18,0.273,26.7
14/02/18,0.43,18.7
14/02/18,0.301,25.9
14/02/18,0.282,24.8
14/02/18,0.362,26.9
14/02/18,0.752,17.6
14/02/18,0.645,17
14/02/18,0.438,22.6
14/02/18,0.645,23
14/02/18,0.681,25.8
14/02/18,0.694,24.4
14/02/18,0.752,23.6
15/02/18,0.223,19.7
15/02/18,0.24,21.3
15/02/18,0.23,20.2
15/02/18,0.247,21.8
15/02/18,0.175,29.2
15/02/18,0.203,29.4
15/02/18,0.15,28.8
15/02/18,0.237,24.2
15/02/18,0.273,19.4
15/02/18,0.196,27.9
15/02/18,0.224,23.6
15/02/18,0.298,28.5
15/02/18,0.309,24.8
15/02/18,0.277,26.7
15/02/18,0.306,25.1
15/02/18,0.327,22.2
15/02/18,0.383,23.9
15/02/18,0.404,25.7
15/02/18,0.351,19
15/02/18,0.47,26.9
15/02/18,0.622,22.2
15/02/18,0.844,20.6
15/02/18,0.65,18.7
15/02/18,1.079,18.9
16/02/18,0.24,22.5
16/02/18,0.22,23.3
16/02/18,0.201,22.8
16/02/18,0.248,21
16/02/18,0.31,20.7
16/02/18,0.279,29
16/02/18,0.227,28.7
16/02/18,0.273,24.5
16/02/18,0.267,21.4
16/02/18,0.233,28.8
16/02/18,0.286,28.5
16/02/18,0.392,20.2
16/02/18,0.402,28.3
16/02/18,0.378,27.4
16/02/18,0.468,25.5
16/02/18,0.623,22.5
16/02/18,0.606,24.2
16/02/18,0.512,26.5
16/02/18,0.679,18.4
16/02/18,0.582,18.8
16/02/18,0.865,20.4
16/02/18,0.695,19.3
16/02/18,1.086,19
16/02/18,0.71,26.9
17/02/18,0.193,19.9
17/02/18,0.183,20.9
17/02/18,0.204,21.9
17/02/18,0.187,21.3
17/02/18,0.271,22.7
17/02/18,0.262,29.7
17/02/18,0.227,29.4
17/02/18,0.274,29.5
17/02/18,0.288,28.5
17/02/18,0.253,22.1
17/02/18,0.252,23.7
17/02/18,0.325,19.2
17/02/18,0.351,27.1
17/02/18,0.323,25
17/02/18,0.343,18.9
17/02/18,0.33,28.5
17/02/18,0.463,22.2
17/02/18,0.504,25.5
17/02/18,0.544,20.9
17/02/18,0.606,23.9
17/02/18,0.497,18.4
17/02/18,0.412,26.7
17/02/18,0.967,19
17/02/18,0.822,17.9
18/02/18,0.078,26.7
18/02/18,0.108,27.5
18/02/18,0.227,20.7
18/02/18,0.228,21.3
18/02/18,0.101,26.8
18/02/18,0.108,26.5
18/02/18,0.103,27.6
18/02/18,0.24,22.1
18/02/18,0.279,20.1
18/02/18,0.293,21.4
18/02/18,0.172,25.6
18/02/18,0.315,19.1
18/02/18,0.368,20.8
18/02/18,0.364,18.7
18/02/18,0.4,17.5
18/02/18,0.187,24.2
18/02/18,0.203,23.2
18/02/18,0.45,21.7
18/02/18,0.389,23.6
18/02/18,0.452,19.7
18/02/18,0.385,25.1
18/02/18,0.617,17
18/02/18,0.759,19.9
18/02/18,0.808,18.2
19/02/18,0.213,19.3
19/02/18,0.228,19.2
19/02/18,0.223,20
19/02/18,0.224,20.3
19/02/18,0.077,26.6
19/02/18,0.079,26.5
19/02/18,0.223,18.5
19/02/18,0.368,19.2
19/02/18,0.075,26.8
19/02/18,0.114,24.7
19/02/18,0.135,25.3
19/02/18,0.334,18.9
19/02/18,0.445,19.5
19/02/18,0.32,18.8
19/02/18,0.356,17.3
19/02/18,0.349,18
19/02/18,0.331,18.3
19/02/18,0.262,22.4
19/02/18,0.686,17.2
19/02/18,0.468,24.5
19/02/18,1.368,18.2
19/02/18,0.764,23.6
19/02/18,1.622,20.1
19/02/18,1.251,21.7
20/02/18,0.129,26.2
20/02/18,0.144,26.1
20/02/18,0.139,26.5
20/02/18,0.089,24.7
20/02/18,0.128,25.8
20/02/18,0.314,16.6
20/02/18,0.303,18.1
20/02/18,0.211,23.6
20/02/18,0.368,15.9
20/02/18,0.276,21.8
20/02/18,0.299,18.7
20/02/18,0.309,17.6
20/02/18,0.303,19.4
20/02/18,0.259,24.9
20/02/18,0.29,17.2
20/02/18,0.357,22.1
20/02/18,0.283,20.5
20/02/18,0.473,20.6
20/02/18,0.484,15.2
20/02/18,0.368,23.5
20/02/18,0.672,18.9
20/02/18,0.721,15
20/02/18,1.456,16.2
20/02/18,1.592,15.3
21/02/18,0.156,27.6
21/02/18,0.146,27.3
21/02/18,0.31,17.9
21/02/18,0.34,17.2
21/02/18,0.329,16.9
21/02/18,0.187,26.7
21/02/18,0.205,26.6
21/02/18,0.321,17.3
21/02/18,0.283,22
21/02/18,0.337,17.5
21/02/18,0.247,26.5
21/02/18,0.246,25.5
21/02/18,0.434,16.5
21/02/18,0.316,20.5
21/02/18,0.425,20.5
21/02/18,0.326,21.4
21/02/18,0.376,23.4
21/02/18,0.742,18.9
21/02/18,0.801,15.4
21/02/18,1.468,15.2
21/02/18,0.48,25.2
21/02/18,1.404,16.8
21/02/18,0.55,24
21/02/18,0.681,22.2
22/02/18,0.168,28.1
22/02/18,0.17,28.2
22/02/18,0.157,27.8
22/02/18,0.254,22.8
22/02/18,0.207,27.2
22/02/18,0.241,24.6
22/02/18,0.301,21.1
22/02/18,0.316,19.7
22/02/18,0.322,17.2
22/02/18,0.294,27.9
22/02/18,0.333,16.8
22/02/18,0.333,18.6
22/02/18,0.295,21.1
22/02/18,0.365,26.7
22/02/18,0.389,25.4
22/02/18,0.335,18
22/02/18,0.407,16.7
22/02/18,0.256,21.9
22/02/18,0.58,16.4
22/02/18,1.393,16.3
22/02/18,0.767,23.7
22/02/18,1.71,17.8
22/02/18,1.207,21.8
22/02/18,1.767,19.6
23/02/18,0.118,29.3
23/02/18,0.153,29.1
23/02/18,0.144,29.1
23/02/18,0.11,28.7
23/02/18,0.286,20.7
23/02/18,0.226,21.2
23/02/18,0.126,27.1
23/02/18,0.132,28.4
23/02/18,0.245,22.3
23/02/18,0.257,20.9
23/02/18,0.234,28
23/02/18,0.252,23.7
23/02/18,0.295,20.2
23/02/18,0.273,26.1
23/02/18,0.427,19.5
23/02/18,0.327,20.1
23/02/18,0.325,25.8
23/02/18,0.44,18.6
23/02/18,0.42,17.9
23/02/18,0.601,17.7
23/02/18,0.613,23.5
23/02/18,1.597,17.3
23/02/18,1.674,18.4
23/02/18,1.098,20.9
24/02/18,0.141,25.5
24/02/18,0.032,25.3
24/02/18,0.02,26.4
24/02/18,0.105,28.5
24/02/18,0.037,27.3
24/02/18,0.112,27.3
24/02/18,0.084,28.2
24/02/18,0.178,24.2
24/02/18,0.103,28.5
24/02/18,0.247,20.8
24/02/18,0.237,18.9
24/02/18,0.259,22.4
24/02/18,0.231,23.2
24/02/18,0.281,19.4
24/02/18,0.244,19.3
24/02/18,0.242,20.3
24/02/18,0.336,22.1
24/02/18,0.324,18.6
24/02/18,0.262,23
24/02/18,0.46,18
24/02/18,0.482,17.2
24/02/18,1.093,16.8
24/02/18,0.947,20.4
24/02/18,1.41,18.1
25/02/18,0.029,27.1
25/02/18,0.016,25.8
25/02/18,0.039,27.6
25/02/18,0.214,20.3
25/02/18,0.119,26.5
25/02/18,0.084,27.2
25/02/18,0.079,27.9
25/02/18,0.038,28.2
25/02/18,0.21,21.6
25/02/18,0.198,22.3
25/02/18,0.172,25.1
25/02/18,0.247,20.2
25/02/18,0.148,24.7
25/02/18,0.204,23.7
25/02/18,0.227,21.2
25/02/18,0.374,19.9
25/02/18,0.425,18.6
25/02/18,0.522,18.3
25/02/18,0.529,18.2
25/02/18,0.736,18.3
25/02/18,1.109,18
25/02/18,1.188,18.9
25/02/18,0.629,22.6
25/02/18,0.939,20.9
26/02/18,0.201,21.5
26/02/18,0.21,19
26/02/18,0.095,28.7
26/02/18,0.214,22
26/02/18,0.106,29.2
26/02/18,0.216,22.9
26/02/18,0.124,29.2
26/02/18,0.123,28.2
26/02/18,0.097,26
26/02/18,0.218,23.9
26/02/18,0.119,27.6
26/02/18,0.249,19.2
26/02/18,0.229,25.9
26/02/18,0.207,27.9
26/02/18,0.25,20.3
26/02/18,0.268,19.4
26/02/18,0.272,24.2
26/02/18,0.324,18.2
26/02/18,0.295,18.5
26/02/18,0.442,22.2
26/02/18,0.496,17.7
26/02/18,0.742,18.6
26/02/18,0.76,20.7
26/02/18,0.75,17.5
27/02/18,0.097,28.9
27/02/18,0.062,26.1
27/02/18,0.143,28.8
27/02/18,0.069,27.5
27/02/18,0.168,29
27/02/18,0.139,24.1
27/02/18,0.227,20.9
27/02/18,0.268,19.5
27/02/18,0.068,28.1
27/02/18,0.255,23.4
27/02/18,0.272,20.3
27/02/18,0.249,28
27/02/18,0.232,22.3
27/02/18,0.374,22.8
27/02/18,0.286,24.5
27/02/18,0.374,19.2
27/02/18,0.239,21
27/02/18,0.329,26.1
27/02/18,0.52,18.7
27/02/18,0.75,19.7
27/02/18,0.555,18.3
27/02/18,0.881,18
27/02/18,1.515,18.1
27/02/18,0.941,21.1
28/02/18,0.225,19.8
28/02/18,0.163,28.9
28/02/18,0.118,29.4
28/02/18,0.124,28.7
28/02/18,0.091,28
28/02/18,0.097,26.6
28/02/18,0.202,22.1
28/02/18,0.282,18
28/02/18,0.196,21.6
28/02/18,0.265,19
28/02/18,0.191,26.2
28/02/18,0.135,29.6
28/02/18,0.219,22.9
28/02/18,0.291,17.7
28/02/18,0.244,24
28/02/18,0.229,21
28/02/18,0.302,17.3
28/02/18,0.363,24.8
28/02/18,0.235,20.5
28/02/18,0.69,17.3
28/02/18,0.517,17.4
28/02/18,1.199,18.5
28/02/18,1.218,20.6
28/02/18,1.029,22.7
01/03/18,0.223,21.9
01/03/18,0.261,22.9
01/03/18,0.292,19.8
01/03/18,0.24,30.3
01/03/18,0.24,29.9
01/03/18,0.254,29.9
01/03/18,0.195,26.4
01/03/18,0.332,17.7
01/03/18,0.348,18.2
01/03/18,0.259,20.2
01/03/18,0.353,18.7
01/03/18,0.283,28.1
01/03/18,0.347,29.3
01/03/18,0.415,24.7
01/03/18,0.43,29.2
01/03/18,0.446,17.7
01/03/18,0.775,22.8
01/03/18,0.591,17.2
01/03/18,0.933,18.5
01/03/18,0.558,27.8
01/03/18,1.39,17.3
01/03/18,1.121,20.5
01/03/18,0.746,24.9
01/03/18,0.832,25.9
02/03/18,0.191,20.6
02/03/18,0.198,21
02/03/18,0.259,20
02/03/18,0.177,26.1
02/03/18,0.246,30.7
02/03/18,0.186,27.8
02/03/18,0.238,23.1
02/03/18,0.265,30.5
02/03/18,0.238,28.9
02/03/18,0.254,24.7
02/03/18,0.262,23.8
02/03/18,0.323,19.1
02/03/18,0.337,29.8
02/03/18,0.293,25
02/03/18,0.404,30
02/03/18,0.357,18.5
02/03/18,0.522,23
02/03/18,0.506,26.9
02/03/18,0.562,18
02/03/18,0.523,28.3
02/03/18,0.847,17.6
02/03/18,1.372,17.6
02/03/18,0.932,21
02/03/18,1.768,18.9
03/03/18,0.154,29.1
03/03/18,0.223,22.2
03/03/18,0.202,29.7
03/03/18,0.216,24.7
03/03/18,0.156,30.1
03/03/18,0.155,29.3
03/03/18,0.305,21.1
03/03/18,0.306,20.3
03/03/18,0.155,28.6
03/03/18,0.117,28.9
03/03/18,0.199,26.5
03/03/18,0.34,22.4
03/03/18,0.21,23.5
03/03/18,0.342,19.4
03/03/18,0.258,26.9
03/03/18,0.434,21.7
03/03/18,0.373,19.4
03/03/18,0.228,21.4
03/03/18,0.605,22.7
03/03/18,0.611,18.4
03/03/18,0.519,24.7
03/03/18,0.723,20.5
03/03/18,0.582,17.2
03/03/18,0.485,17.7
04/03/18,0.014,29.8
04/03/18,0.016,28.5
04/03/18,0.061,30.1
04/03/18,0.03,30.4
04/03/18,0.019,30.3
04/03/18,0.015,27.1
04/03/18,0.048,25.2
04/03/18,0.237,20
04/03/18,0.085,29.2
04/03/18,0.239,19.5
04/03/18,0.249,20.6
04/03/18,0.187,25.3
04/03/18,0.173,22.9
04/03/18,0.364,18.8
04/03/18,0.155,22.9
04/03/18,0.16,23.9
04/03/18,0.223,27.3
04/03/18,0.278,20.9
04/03/18,0.345,19.2
04/03/18,0.435,17.8
04/03/18,0.198,22.3
04/03/18,0.409,18.4
04/03/18,0.458,18.7
04/03/18,0.45,16.8
05/03/18,0.011,26.1
05/03/18,0.169,20.5
05/03/18,0.17,20
05/03/18,0.425,21.9
05/03/18,0.415,22.8
05/03/18,0.025,26.7
05/03/18,0.194,21.2
05/03/18,0.46,23.9
05/03/18,0.588,25.2
05/03/18,0.097,23.7
05/03/18,0.174,21.1
05/03/18,0.345,21.5
05/03/18,0.362,18.8
05/03/18,0.378,19.2
05/03/18,0.554,18.2
05/03/18,1.563,18.2
05/03/18,1.421,19.4
05/03/18,0.014,29.2
06/03/18,0.261,30.6
06/03/18,0.224,29.3
06/03/18,0.462,19.2
06/03/18,0.312,28.9
06/03/18,0.25,26.5
06/03/18,0.471,18.7
06/03/18,0.448,20
06/03/18,0.385,27.7
06/03/18,0.271,30.7
06/03/18,0.243,30.3
06/03/18,0.235,28.3
06/03/18,0.388,24.4
06/03/18,0.428,21.3
06/03/18,0.498,18.5
06/03/18,0.42,23.2
06/03/18,0.386,26
06/03/18,0.353,24.3
06/03/18,0.412,22.4
06/03/18,0.356,21.9
06/03/18,0.608,18
06/03/18,0.663,21.9
06/03/18,1.288,19.4
06/03/18,1.107,17.5
06/03/18,2.02,17.7
07/03/18,0.374,20.9
07/03/18,0.315,30.3
07/03/18,0.352,30.5
07/03/18,0.417,22.7
07/03/18,0.327,28.5
07/03/18,0.368,29.7
07/03/18,0.38,27.2
07/03/18,0.463,20
07/03/18,0.366,21.4
07/03/18,0.372,29.6
07/03/18,0.411,23.5
07/03/18,0.412,30.4
07/03/18,0.448,24.5
07/03/18,0.614,25.2
07/03/18,0.561,26
07/03/18,0.734,23
07/03/18,0.668,18
07/03/18,0.662,18.6
07/03/18,0.716,17.8
07/03/18,0.768,19.4
07/03/18,1.197,17.1
07/03/18,0.624,27.9
07/03/18,1.241,21
07/03/18,1.979,18.7
08/03/18,0.196,30.5
08/03/18,0.231,30.4
08/03/18,0.204,30.1
08/03/18,0.438,19.4
08/03/18,0.277,30.4
08/03/18,0.396,21.8
08/03/18,0.34,28.7
08/03/18,0.282,28.7
08/03/18,0.436,22
08/03/18,0.432,21.3
08/03/18,0.437,20.8
08/03/18,0.431,26.4
08/03/18,0.428,20.2
08/03/18,0.482,18.7
08/03/18,0.413,24.2
08/03/18,0.411,21.3
08/03/18,0.41,22.7
08/03/18,0.491,27.1
08/03/18,1.294,18.1
08/03/18,0.724,25.8
08/03/18,1.616,17.9
08/03/18,1.605,19.6
08/03/18,1.477,21.6
08/03/18,1.155,23.5
09/03/18,0.352,21.7
09/03/18,0.164,29.2
09/03/18,0.144,30.1
09/03/18,0.383,19.6
09/03/18,0.209,30.1
09/03/18,0.433,19
09/03/18,0.398,20.6
09/03/18,0.274,30
09/03/18,0.298,30
09/03/18,0.397,24.6
09/03/18,0.429,18.3
09/03/18,0.309,27.9
09/03/18,0.385,28.4
09/03/18,0.524,21.8
09/03/18,0.468,17.2
09/03/18,0.523,21.5
09/03/18,0.434,22.8
09/03/18,0.559,17.1
09/03/18,0.441,26.4
09/03/18,0.472,25.8
09/03/18,0.617,23.7
09/03/18,0.774,21.2
09/03/18,1.1,19.3
09/03/18,1.66,17.3
10/03/18,0.185,30.8
10/03/18,0.17,31.2
10/03/18,0.154,31
10/03/18,0.124,30.5
10/03/18,0.121,29.5
10/03/18,0.241,29.7
10/03/18,0.168,28
10/03/18,0.324,22.6
10/03/18,0.332,27.7
10/03/18,0.488,20.9
10/03/18,0.329,24.5
10/03/18,0.281,26.1
10/03/18,0.53,19.4
10/03/18,0.552,20.1
10/03/18,0.384,25.8
10/03/18,0.338,23.3
10/03/18,0.548,18.7
10/03/18,0.627,17.5
10/03/18,0.762,17.2
10/03/18,0.526,23.7
10/03/18,1.155,17.1
10/03/18,1.417,16.9
10/03/18,1.378,20.9
10/03/18,2.069,18.5
11/03/18,0.181,33.4
11/03/18,0.175,33.5
11/03/18,0.28,32
11/03/18,0.195,32.8
11/03/18,0.207,31.6
11/03/18,0.344,20.8
11/03/18,0.176,26.5
11/03/18,0.173,28.3
11/03/18,0.197,30.2
11/03/18,0.371,24.8
11/03/18,0.336,24.2
11/03/18,0.376,27.2
11/03/18,0.315,21.6
11/03/18,0.421,25.9
11/03/18,0.439,28.3
11/03/18,0.333,21.8
11/03/18,0.485,19.4
11/03/18,0.492,30
11/03/18,0.707,17.9
11/03/18,0.689,17.9
11/03/18,0.707,18.8
11/03/18,1.443,17.7
11/03/18,0.822,21.9
11/03/18,1.497,19.7
12/03/18,0.23,33.9
12/03/18,0.327,25.5
12/03/18,0.355,23.2
12/03/18,0.219,34.3
12/03/18,0.329,26.9
12/03/18,0.258,34
12/03/18,0.308,33
12/03/18,0.296,31.6
12/03/18,0.352,30.3
12/03/18,0.375,26.9
12/03/18,0.333,32.9
12/03/18,0.446,19.4
12/03/18,0.441,22.3
12/03/18,0.324,30.1
12/03/18,0.46,19.1
12/03/18,0.493,20.1
12/03/18,0.497,28.1
12/03/18,0.373,28.3
12/03/18,0.649,21.6
12/03/18,0.936,21.2
12/03/18,0.876,18.8
12/03/18,1.086,19
12/03/18,1.013,23.6
12/03/18,1.067,25.7
13/03/18,0.221,32.4
13/03/18,0.161,32.2
13/03/18,0.121,31.2
13/03/18,0.178,33
13/03/18,0.309,30
13/03/18,0.192,32.9
13/03/18,0.227,29.9
13/03/18,0.355,27.5
13/03/18,0.346,21.4
13/03/18,0.33,22.9
13/03/18,0.382,23.6
13/03/18,0.362,23.5
13/03/18,0.361,22.3
13/03/18,0.355,25.6
13/03/18,0.432,20.1
13/03/18,0.478,20.3
13/03/18,0.398,20.5
13/03/18,0.631,20.2
13/03/18,0.372,24.4
13/03/18,0.618,28.1
13/03/18,1.216,19.4
13/03/18,1.076,22.7
13/03/18,1.586,20.3
13/03/18,0.952,25.8
14/03/18,0.34,20.5
14/03/18,0.316,19.6
14/03/18,0.36,20.7
14/03/18,0.015,30.6
14/03/18,0.015,29.7
14/03/18,0.021,31.1
14/03/18,0.016,31.2
14/03/18,0.015,28.3
14/03/18,0.049,26.5
14/03/18,0.356,19.1
14/03/18,0.054,31
14/03/18,0.2,23.8
14/03/18,0.21,22.5
14/03/18,0.124,29.6
14/03/18,0.211,21.3
14/03/18,0.366,21.5
14/03/18,0.466,18.1
14/03/18,0.174,25.4
14/03/18,0.276,24.4
14/03/18,0.182,27.5
14/03/18,0.588,18
14/03/18,0.679,22.4
14/03/18,1.089,18.3
14/03/18,1.087,20.2
15/03/18,0.015,29.5
15/03/18,0.07,29.3
15/03/18,0.018,28.4
15/03/18,0.241,18.5
15/03/18,0.111,27.5
15/03/18,0.017,30
15/03/18,0.015,30
15/03/18,0.26,17.4
15/03/18,0.211,21.3
15/03/18,0.282,19.8
15/03/18,0.242,20.4
15/03/18,0.201,25.5
15/03/18,0.291,17.5
15/03/18,0.216,24.2
15/03/18,0.232,19.1
15/03/18,0.246,20.7
15/03/18,0.123,26.6
15/03/18,0.356,20.1
15/03/18,0.353,17
15/03/18,0.358,22.2
15/03/18,0.543,16.8
15/03/18,0.313,24.5
15/03/18,0.243,22.8
15/03/18,0.58,18
16/03/18,0.078,29.5
16/03/18,0.023,30.4
16/03/18,0.254,20.2
16/03/18,0.055,30.4
